Series Name,Series Code,Country Name,Country Code,2016 [YR2016]
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Virgin Islands (U.S.),VIR,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,West Bank and Gaza,PSE,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Yemen, Rep.",YEM,83.3695325901369
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Zambia,ZMB,683.714230135287
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Zimbabwe,ZWE,423.185508873165
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Afghanistan,AFG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Albania,ALB,2132.76301009605
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Algeria,DZA,1470.35348531547
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,American Samoa,ASM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Andorra,AND,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Angola,AGO,331.664900231538
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Antigua and Barbuda,ATG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Argentina,ARG,3104.98925144338
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Armenia,ARM,1889.85061658256
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Aruba,ABW,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Australia,AUS,10196.8479313322
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Austria,AUT,8255.77897660756
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Azerbaijan,AZE,2215.66064195539
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Bahamas, The",BHS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bahrain,BHR,19531.1457401213
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bangladesh,BGD,412.780315331328
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Barbados,BRB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belarus,BLR,3560.00113629415
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belgium,BEL,7753.83707358176
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belize,BLZ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Benin,BEN,92.068263531
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bermuda,BMU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bhutan,BTN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bolivia,BOL,760.910982270157
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bosnia and Herzegovina,BIH,3642.95683015534
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Botswana,BWA,1700.39413346125
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brazil,BRA,2592.61337303819
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,British Virgin Islands,VGB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brunei Darussalam,BRN,9420.81185506731
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bulgaria,BGR,5124.6428306711
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Burkina Faso,BFA,108.612135513189
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Burundi,BDI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cabo Verde,CPV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cambodia,KHM,407.3727529447
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cameroon,CMR,251.426601872478
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Canada,CAN,15759.6052350317
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cayman Islands,CYM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Central African Republic,CAF,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Chad,TCD,13.0337080138448
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Channel Islands,CHI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Chile,CHL,4185.58466008595
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,China,CHN,4237.54530584599
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Colombia,COL,1478.42913852649
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Comoros,COM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Congo, Dem. Rep.",COD,106.817328967655
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Congo, Rep.",COG,304.44979220823
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Costa Rica,CRI,2068.21535574907
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cote d'Ivoire,CIV,239.674590472541
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Croatia,HRV,4028.61840911819
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cuba,CUB,1539.28610358674
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Curacao,CUW,4929.10111233591
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cyprus,CYP,3737.73756943591
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Czechia,CZE,6459.66831252321
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Denmark,DNK,5887.38497314076
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Djibouti,DJI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominica,DMA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominican Republic,DOM,1542.72927934887
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ecuador,ECU,1423.43545243697
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Egypt, Arab Rep.",EGY,1478.93755564303
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,El Salvador,SLV,1007.93446006967
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Equatorial Guinea,GNQ,822.179757669147
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Eritrea,ERI,77.1274535971156
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Estonia,EST,7150.83713966514
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ethiopia,ETH,81.1483241249976
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Faroe Islands,FRO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Fiji,FJI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Finland,FIN,15489.9556948907
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,France,FRA,7276.87553511397
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,French Polynesia,PYF,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gabon,GAB,1011.28121330892
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Gambia, The",GMB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Georgia,GEO,2873.23558251431
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Germany,DEU,6972.36527283762
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ghana,GHA,357.703181095504
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gibraltar,GIB,6179.80866361638
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greece,GRC,5500.84999300759
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greenland,GRL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Grenada,GRD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guam,GUM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guatemala,GTM,640.98308660279
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea,GIN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea-Bissau,GNB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guyana,GUY,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Haiti,HTI,86.5861147170438
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Honduras,HND,699.291783799634
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Hong Kong SAR, China",HKG,6390.4260829267
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Hungary,HUN,4205.74082033822
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iceland,ISL,53842.8745613957
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,India,IND,879.945696796945
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Indonesia,IDN,907.717733163991
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Iran, Islamic Rep.",IRN,3020.01278381479
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iraq,IRQ,1112.43605247329
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ireland,IRL,5830.06944348211
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Isle of Man,IMN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Israel,ISR,6890.5920898666
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Italy,ITA,5124.17628393394
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jamaica,JAM,1143.80684113221
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Japan,JPN,8066.01561270421
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jordan,JOR,1788.46128669876
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kazakhstan,KAZ,4797.4797969897
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kenya,KEN,173.266602252732
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kiribati,KIR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Dem. People's Rep.",PRK,784.370157028905
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Rep.",KOR,10609.8069063993
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kosovo,XKX,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kuwait,KWT,15956.910124033
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kyrgyz Republic,KGZ,1738.85218914333
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lao PDR,LAO,796.954377908066
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Latvia,LVA,3563.08658627012
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lebanon,LBN,2768.91252020383
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lesotho,LSO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Liberia,LBR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Libya,LBY,3840.24670218871
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Liechtenstein,LIE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lithuania,LTU,4043.33886509171
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Luxembourg,LUX,14327.8340383565
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Macao SAR, China",MAC,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,North Macedonia,MKD,3490.50759240482
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Madagascar,MDG,66.3985895452988
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malawi,MWI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malaysia,MYS,4567.33056650294
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Maldives,MDV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mali,MLI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malta,MLT,4767.82433636594
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Marshall Islands,MHL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mauritania,MRT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mauritius,MUS,2271.02418442932
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mexico,MEX,2292.03193018292
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Micronesia, Fed. Sts.",FSM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Moldova,MDA,1882.5008401155
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Monaco,MCO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mongolia,MNG,2026.64028365194
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Montenegro,MNE,4643.77719464047
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Morocco,MAR,903.451649561607
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mozambique,MOZ,481.835951539126
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Myanmar,MMR,254.623221327079
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Namibia,NAM,1623.88442501741
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nauru,NRU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nepal,NPL,175.636517829682
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Netherlands,NLD,6731.46719432184
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,New Caledonia,NCL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,New Zealand,NZL,8741.4352686621
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nicaragua,NIC,597.978457372816
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Niger,NER,65.2139663467895
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nigeria,NGA,219.234490546382
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Northern Mariana Islands,MNP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Norway,NOR,23867.7135377673
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Oman,OMN,7056.22134257006
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Pakistan,PAK,455.97127147955
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Palau,PLW,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Panama,PAN,2235.49460100876
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Papua New Guinea,PNG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Paraguay,PRY,1845.85812480017
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Peru,PER,1493.85284898246
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Philippines,PHL,773.021447487509
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Poland,POL,4191.16764204412
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Portugal,PRT,4875.62190982051
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Puerto Rico (US),PRI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Qatar,QAT,16056.9986108829
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Romania,ROU,2688.06630221791
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Russian Federation,RUS,6683.60463084419
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Rwanda,RWA,47.2347811087387
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Samoa,WSM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,San Marino,SMR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sao Tome and Principe,STP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Saudi Arabia,SAU,11051.2312417204
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Senegal,SEN,275.831867207475
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Serbia,SRB,4620.36161002573
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Seychelles,SYC,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sierra Leone,SLE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Singapore,SGP,9040.02883392902
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sint Maarten (Dutch part),SXM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Slovak Republic,SVK,5226.30375867414
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Slovenia,SVN,6996.46786845013
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Solomon Islands,SLB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Somalia, Fed. Rep.",SOM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,South Africa,ZAF,3935.6578258883
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,South Sudan,SSD,44.2285769792381
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Spain,ESP,5504.26697031493
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sri Lanka,LKA,626.479324814937
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Kitts and Nevis,KNA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Lucia,LCA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Martin (French part),MAF,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Vincent and the Grenadines,VCT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sudan,SDN,286.913014702026
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Suriname,SUR,2979.12232436194
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Eswatini,SWZ,1060.45461228161
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sweden,SWE,13675.7873181576
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Switzerland,CHE,7479.69328361043
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Syrian Arab Republic,SYR,777.489270773103
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tajikistan,TJK,1484.4967041827
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tanzania,TZA,105.696318109911
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Thailand,THA,2713.87851406553
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Timor-Leste,TLS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Togo,TGO,126.617893538912
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tonga,TON,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Trinidad and Tobago,TTO,6770.0966470812
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tunisia,TUN,1442.05656261943
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Turkiye,TUR,3073.67891217991
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Turkmenistan,TKM,2717.43531213085
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Turks and Caicos Islands,TCA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tuvalu,TUV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Uganda,UGA,75.9552683007092
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ukraine,UKR,3160.98233213565
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,United Arab Emirates,ARE,13705.6181271716
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,United Kingdom,GBR,5009.54166476138
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,United States,USA,12806.1977101885
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Uruguay,URY,3408.71125620435
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Uzbekistan,UZB,1538.10658341199
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Vanuatu,VUT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Venezuela, RB",VEN,2384.08202375891
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Viet Nam,VNM,1788.72117786832
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Virgin Islands (U.S.),VIR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,West Bank and Gaza,PSE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Yemen, Rep.",YEM,113.176955627097
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Zambia,ZMB,661.329091746139
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Zimbabwe,ZWE,511.77051640193
GDP (current US$),NY.GDP.MKTP.CD,Afghanistan,AFG,18116572395.0772
GDP (current US$),NY.GDP.MKTP.CD,Albania,ALB,11988668784.6628
GDP (current US$),NY.GDP.MKTP.CD,Algeria,DZA,180763839522.151
GDP (current US$),NY.GDP.MKTP.CD,American Samoa,ASM,671000000
GDP (current US$),NY.GDP.MKTP.CD,Andorra,AND,2896611878.6258
GDP (current US$),NY.GDP.MKTP.CD,Angola,AGO,59878249719.3279
GDP (current US$),NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,1489603703.7037
GDP (current US$),NY.GDP.MKTP.CD,Argentina,ARG,557532320662.955
GDP (current US$),NY.GDP.MKTP.CD,Armenia,ARM,10546136235.5219
GDP (current US$),NY.GDP.MKTP.CD,Aruba,ABW,2983637430.1676
GDP (current US$),NY.GDP.MKTP.CD,Australia,AUS,1211588128417.61
GDP (current US$),NY.GDP.MKTP.CD,Austria,AUT,393687359770.273
GDP (current US$),NY.GDP.MKTP.CD,Azerbaijan,AZE,37866996882.9157
GDP (current US$),NY.GDP.MKTP.CD,"Bahamas, The",BHS,11880900000
GDP (current US$),NY.GDP.MKTP.CD,Bahrain,BHR,33884680851.0638
GDP (current US$),NY.GDP.MKTP.CD,Bangladesh,BGD,265224515675.034
GDP (current US$),NY.GDP.MKTP.CD,Barbados,BRB,5674600000
GDP (current US$),NY.GDP.MKTP.CD,Belarus,BLR,47723545321.259
GDP (current US$),NY.GDP.MKTP.CD,Belgium,BEL,474271566739.729
GDP (current US$),NY.GDP.MKTP.CD,Belize,BLZ,2239604950
GDP (current US$),NY.GDP.MKTP.CD,Benin,BEN,11821065853.3838
GDP (current US$),NY.GDP.MKTP.CD,Bermuda,BMU,6899911000
GDP (current US$),NY.GDP.MKTP.CD,Bhutan,BTN,2357504760.78592
GDP (current US$),NY.GDP.MKTP.CD,Bolivia,BOL,33941126193.9219
GDP (current US$),NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,17116926553.8513
GDP (current US$),NY.GDP.MKTP.CD,Botswana,BWA,15082637184.0496
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,1795693265999.04
GDP (current US$),NY.GDP.MKTP.CD,British Virgin Islands,VGB,..
GDP (current US$),NY.GDP.MKTP.CD,Brunei Darussalam,BRN,11400266044.6651
GDP (current US$),NY.GDP.MKTP.CD,Bulgaria,BGR,53929397039.2106
GDP (current US$),NY.GDP.MKTP.CD,Burkina Faso,BFA,12833363045.3367
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,2618093125.14687
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,1849789985.99572
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,26556545153.3573
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,33814337044.3765
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,1527994741907.43
GDP (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,4909322200.00212
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,1825018144.65595
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,13026289835.7789
GDP (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,9168857222.32574
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,249344863928.438
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,11456024084962
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,282720100286.228
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,1012835493.19325
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,38600224214.4728
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,10931328150.8478
GDP (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,58847019609.6549
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,48407761036.8238
GDP (current US$),NY.GDP.MKTP.CD,Croatia,HRV,52650714171.8617
GDP (current US$),NY.GDP.MKTP.CD,Cuba,CUB,91370407900
GDP (current US$),NY.GDP.MKTP.CD,Curacao,CUW,3024690188.01683
GDP (current US$),NY.GDP.MKTP.CD,Cyprus,CYP,21046462280.5979
GDP (current US$),NY.GDP.MKTP.CD,Czechia,CZE,198160659303.939
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,312181849372.233
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,2604955228.70117
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,612711111.111111
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,75552902635.7075
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,97671433000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,332441717791.411
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,24191430000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,11240808847.8878
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,..
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,24561027787.7896
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,68475871209.607
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,2813278868.78208
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,4930213644.36653
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,238777818792.608
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,2470407619777.13
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,5497036476.8031
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,14023890265.3665
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,1484578885.97132
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,15444548901.9637
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,3536787895179
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,56144179397.8516
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,193097239005.87
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,2707139544.46695
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,1061640740.74074
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,5901000000
